sk_ato,chave_deputado,nome_na_api,partido_ultimo,tipo_ato,nome_tipo_ato,data,ano,sessao_legislativa,legislatura,id_objeto,fonte,valor_centavos,regra_chave,proposicao_id,sigla_numero_ano,sigla,id_tipo_proposicao,ordem_autoria,ementa,etapa,data_leitura
22513,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-28,2025,35,9,152194,api_i5,,autor_id,152194,IND 7951/2025,IND,,,"Sugere ao Poder Executivo o aprimoramento do sistema de iluminação pública no SMLN MI Trecho 06, no Lago Norte.

",Apresentação,2025-04-28
22514,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-28,2025,35,9,152195,api_i5,,autor_id,152195,IND 7952/2025,IND,,,"Sugere ao Poder Executivo o aprimoramento do sistema de iluminação pública na Quadra 04 da Vila Buritis, em Planaltina.

",Apresentação,2025-04-28
22515,6,Poder Executivo,,1,apresentou uma proposição,2025-04-24,2025,35,9,152196,api_i5,,autor_id,152196,PL 1702/2025,PL,,,"Altera a Lei nº 7.549, de 30 de julho de 2024, que ""dispõe sobre as diretrizes orçamentárias para o exercício financeiro de 2025 e dá outras providências"", e dá outras providências.","Sanção Veto ou Promulgação, Retorno(Emenda)",2025-04-24
22516,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-28,2025,35,9,152197,api_i5,,autor_id,152197,IND 7953/2025,IND,,,"Sugere ao Poder Executivo que promova a reimplantação do parquinho infantil da Quadra 29, entre os Conjuntos M e N, no Paranoá.

",Apresentação,2025-04-28
22517,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2025-04-24,2025,35,9,152198,api_i5,,autor_id,152198,PL 1704/2025,PL,,,"Dispõe sobre a obrigatoriedade de instalação de câmeras de segurança em Instituições de Longa Permanência para Idosos – ILPIs, públicas e privadas, no âmbito do Distrito Federal, e dá outras providências.","Comissões, Retorno(Parecer)",2025-04-24
22518,6,Poder Executivo,,1,apresentou uma proposição,2025-04-24,2025,35,9,152199,api_i5,,autor_id,152199,PL 1703/2025,PL,,,"Autoriza o Poder Executivo a proceder a doação de imóveis que especifica, pertencentes ao patrimônio do Distrito Federal, à Companhia de Desenvolvimento Habitacional do Distrito Federal - CODHAB e dá outras providências.","Redação Final, Retorno(Emenda)",2025-04-24
22519,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2025-04-28,2025,35,9,152200,api_i5,,autor_id,152200,PLC 72/2025,PLC,,,"Altera a Lei Complementar nº 840, de 23 de dezembro de 2011, que “Dispõe sobre o regime jurídico dos servidores públicos civis do Distrito Federal, das autarquias e das fundações públicas distritais.","Sanção Veto ou Promulgação, Retorno(Emenda)",2025-04-28
22520,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2025-04-24,2025,35,9,152201,api_i5,,autor_id,152201,PL 1705/2025,PL,,,"Institui a Política Distrital de Prevenção, Diagnóstico Precoce e Tratamento da Doença de Alzheimer e outras demências, no âmbito do Distrito Federal, e dá outras providências.",Apresentação,2025-04-24
22521,22,Deputado Hermeto,MDB,1,apresentou uma proposição,2025-04-30,2025,35,9,152202,api_i5,,autor_id,152202,IND 7968/2025,IND,,,"Sugere ao Poder Executivo por intermédio da NOVACAP que realize a revitalização das Praças e Quadras Esportivas das Quadras 01 e 02, Conjuntos de A a I, Localizadas no Setor Norte, Gama-DF.

",Apresentação,2025-04-30
22522,22,Deputado Hermeto,MDB,1,apresentou uma proposição,2025-04-30,2025,35,9,152203,api_i5,,autor_id,152203,IND 7969/2025,IND,,,"Sugere ao Poder Executivo por intermédio da Companhia Energética de Brasília- CEB, a implantação de iluminação pública no Condomínio Irmã Dulce, Sobradinho-DF.

",Apresentação,2025-04-30
22523,66,Deputado Thiago Manzoni,PL,1,apresentou uma proposição,2025-04-28,2025,35,9,152204,api_i5,,autor_id,152204,PDL 308/2025,PDL,,,"Concede, post mortem, o Título de Cidadão Honorário de Brasília a Jurandir Gomes do Nascimento.","Comissões, Retorno(Parecer)",2025-04-28
22524,57,Deputado Ricardo Vale,PT,1,apresentou uma proposição,2025-04-28,2025,35,9,152205,api_i5,,autor_id,152205,PDL 310/2025,PDL,,,Concede o título de cidadão honorário de Brasília ao músico Hamilton de Holanda.,"Sanção Veto ou Promulgação, Retorno(Parecer)",2025-04-28
22525,30,Deputado Martins Machado,REPUBLICANOS,1,apresentou uma proposição,2025-04-24,2025,35,9,152206,api_i5,,autor_id,152206,MO 1287/2025,MO,,,"Parabeniza e manifesta votos de louvor, às mulheres que especifica, pelos relevantes serviços prestados à população do Distrito Federal, em ocasião da 6ª edição da Semana Legislativa pela Mulher.",Apresentação,2025-04-24
22526,20,Deputado Fábio Felix,PSOL,1,apresentou uma proposição,2025-04-28,2025,35,9,152207,api_i5,,autor_id,152207,IND 7937/2025,IND,,,"Sugere ao Poder Executivo a criação da Gerência de Cuidados Paliativos na estrutura da Secretaria de Estado de Saúde do Distrito Federal – SES/DF.

",Apresentação,2025-04-28
22527,20,Deputado Fábio Felix,PSOL,1,apresentou uma proposição,2025-04-28,2025,35,9,152208,api_i5,,autor_id,152208,IND 7938/2025,IND,,,"Sugere ao Poder Executivo a compatibilização da Relação de Medicamentos do Distrito Federal — REME/DF com os protocolos clínicos e diretrizes assistenciais de cuidados paliativos.

",Apresentação,2025-04-28
22528,20,Deputado Fábio Felix,PSOL,1,apresentou uma proposição,2025-04-28,2025,35,9,152209,api_i5,,autor_id,152209,IND 7939/2025,IND,,,"Sugere ao Poder Executivo a elaboração de estratégias de educação permanente em cuidados paliativos para equipes de saúde e para a população em geral..

",Apresentação,2025-04-28
22529,20,Deputado Fábio Felix,PSOL,1,apresentou uma proposição,2025-04-28,2025,35,9,152210,api_i5,,autor_id,152210,IND 7940/2025,IND,,,"Sugere ao Poder Executivo a implementação de equipes matriciais e assistenciais de cuidados paliativos no âmbito do Sistema Único de Saúde do Distrito Federal. 


",Apresentação,2025-04-28
22530,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2025-04-28,2025,35,9,152211,api_i5,,autor_id,152211,MO 1290/2025,MO,,,Parabeniza e manifesta votos de louvor ao profissionais da saúde atuantes no Centro Cirúrgico do Hospital de Base pelos relevantes serviços prestados a população do Distrito Federal,Apresentação,2025-04-28
22531,20,Deputado Fábio Felix,PSOL,1,apresentou uma proposição,2025-04-28,2025,35,9,152213,api_i5,,autor_id,152213,PL 1707/2025,PL,,,"Altera a Lei nº 5.321, de 6 de março de 2014, que institui o Código de Saúde do Distrito Federal, para incluir disposições sobre cuidados paliativos. ","Comissões, Disponibilizada(Parecer)",2025-04-28
22532,20,Deputado Fábio Felix,PSOL,1,apresentou uma proposição,2025-09-09,2025,35,9,152215,api_i5,,autor_id,152215,IND 8969/2025,IND,,,"Sugere ao Poder Executivo o desenvolvimento de pesquisa sobre o perfil dos cuidadores de pessoas em cuidados paliativos no Distrito Federal.

",Apresentação,2025-09-09
22533,65,Deputado Pepa,PP,1,apresentou uma proposição,2025-04-29,2025,35,9,152217,api_i5,,autor_id,152217,IND 7958/2025,IND,,,"Sugere ao Poder Executivo que, por intermédio do Departamento de Estradas de Rodagem do Distrito Federal - DER, que inicialize as obras de pavimentação asfáltica na via de acesso ao Condomínio Nova Colina, em Sobradinho - RA V.

",Apresentação,2025-04-29
22534,25,Deputado João Cardoso ,AVANTE,1,apresentou uma proposição,2025-04-28,2025,35,9,152218,api_i5,,autor_id,152218,REQ 1990/2025,REQ,,,"Requer inclusão de parlamentar na Frente Parlamentar do Jardim Botânico da Câmara Legislativa do Distrito Federal.
",Apresentação,2025-04-28
22535,30,Deputado Martins Machado,REPUBLICANOS,1,apresentou uma proposição,2025-04-29,2025,35,9,152219,api_i5,,autor_id,152219,MO 1294/2025,MO,,,"Manifesta votos de Louvor e homenageia mulheres trabalhadoras, que especifica, pelos excelentes serviços prestados à população da Região Administrativa do Varjão.",Apresentação,2025-04-29
22536,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2025-04-28,2025,35,9,152220,api_i5,,autor_id,152220,IND 7957/2025,IND,,,"Sugere ao Poder Executivo, por intermédio da Companhia Energética de Brasília (CEB), que promova a instalação de iluminação pública na CSA 02, em frente ao lote 03, no Setor Hoteleiro, em Taguatinga Sul.

",Apresentação,2025-04-28
22537,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-28,2025,35,9,152221,api_i5,,autor_id,152221,IND 7944/2025,IND,,,"Sugere ao Poder Executivo que seja realizado serviço de recolhimento de lixo e entulho, em área localizada em frente ao Conjunto 23 da QR 410, em Samambaia.

",Apresentação,2025-04-28
22538,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-28,2025,35,9,152222,api_i5,,autor_id,152222,IND 7945/2025,IND,,,"Sugere ao Poder Executivo a revitalização da quadra poliesportiva da QI 06, no Guará.

",Apresentação,2025-04-28
22539,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-28,2025,35,9,152223,api_i5,,autor_id,152223,IND 7946/2025,IND,,,"Sugere ao Poder Executivo que promova a construção de quebra-molas no Conjunto F da Quadra 10 do Setor Sul, no Gama.",Apresentação,2025-04-28
22540,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-28,2025,35,9,152224,api_i5,,autor_id,152224,IND 7947/2025,IND,,,"Sugere ao Poder Executivo que promova o recapeamento do asfalto no Conjunto E da QNL 20, em Taguatinga.

",Apresentação,2025-04-28
22541,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-28,2025,35,9,152225,api_i5,,autor_id,152225,IND 7948/2025,IND,,,"Sugere ao Poder Executivo que sejam realizados serviços de limpeza urbana, com poda de árvores e recolhimento de lixo verde, na SQSW 306, no Sudoeste.

",Apresentação,2025-04-28
22542,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2025-04-28,2025,35,9,152227,api_i5,,autor_id,152227,IND 7956/2025,IND,,,Sugere ao Poder Executivo que promova uma operação tapa-buraco em toda a cidade de Samambaia,Apresentação,2025-04-28
22543,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2025-04-28,2025,35,9,152228,api_i5,,autor_id,152228,IND 7955/2025,IND,,,"Sugere-se ao Poder Executivo do Distrito Federal, por intermédio da Secretaria de Estado de Esporte e Lazer do DF e/ou da Administração Regional de Santa Maria, que promova a reposição de areia na quadra de voleibol localizada no Parque Ecológico, na Região Administrativa de Santa Maria.

",Apresentação,2025-04-28
22544,33,Deputado Robério Negreiros,PSD,1,apresentou uma proposição,2025-04-29,2025,35,9,152230,api_i5,,autor_id,152230,PL 1711/2025,PL,,,"Altera a Lei 5.165/13, que dispõe sobre os benefícios eventuais da Política de Assistência Social do Distrito Federal e dá outras providências
","Comissões, Disponibilizada(Parecer)",2025-04-29
22545,59,Deputado Pastor Daniel de Castro,PP,1,apresentou uma proposição,2025-04-28,2025,35,9,152231,api_i5,,autor_id,152231,IND 7954/2025,IND,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Secretaria de Estado de Segurança Pública – SSP-DF, que promova o aumento do policiamento na região da St. M-Norte, Via HN 16, em Taguatinga.

",Apresentação,2025-04-28
22546,33,Deputado Robério Negreiros,PSD,1,apresentou uma proposição,2025-04-29,2025,35,9,152232,api_i5,,autor_id,152232,PL 1710/2025,PL,,,Institui o Índice de Avaliação da Qualidade do Atendimento nas Delegacias Especializadas em atendimento à mulher e nas demais delegacias competentes para o recebimento de denúncias de violência contra a mulher.,"Comissões, Retorno(Parecer)",2025-04-29
22547,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-28,2025,35,9,152233,api_i5,,autor_id,152233,REQ 1992/2025,REQ,,,Requer a retirada de tramitação de proposição que especifica.,Apresentação,2025-04-28
22548,6,Poder Executivo,,1,apresentou uma proposição,2025-04-28,2025,35,9,152234,api_i5,,autor_id,152234,PL 1706/2025,PL,,,"Abre crédito especial à Lei Orçamentária Anual do Distrito Federal no valor de R$ 287.288.800,00.","Sanção Veto ou Promulgação, Retorno(Emenda)",2025-04-28
22549,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-29,2025,35,9,152236,api_i5,,autor_id,152236,IND 7960/2025,IND,,,"Sugere ao Poder Executivo que promova operação tapa-buraco no Conjunto 23 da QR 402, em Samambaia.

",Apresentação,2025-04-29
22550,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-29,2025,35,9,152237,api_i5,,autor_id,152237,IND 7961/2025,IND,,,"Sugere ao Poder Executivo que promova operação tapa-buraco no Conjunto B da Quadra 15, em Sobradinho.
",Apresentação,2025-04-29
22551,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-29,2025,35,9,152238,api_i5,,autor_id,152238,IND 7962/2025,IND,,,"Sugere ao Poder Executivo que promova o recapeamento do Conjunto L da Quadra 18, no Arapoanga.

",Apresentação,2025-04-29
22552,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-29,2025,35,9,152240,api_i5,,autor_id,152240,IND 7963/2025,IND,,,"Sugere ao Poder Executivo que promova melhorias na infraestrutura e no urbanismo da Praça Perdiz, na Quadra 102, em Águas Claras.

",Apresentação,2025-04-29
22553,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-29,2025,35,9,152241,api_i5,,autor_id,152241,IND 7964/2025,IND,,,"Sugere ao Poder Executivo que promova o recapeamento do Conjunto 06 da Quadra 304, em São Sebastião.

",Apresentação,2025-04-29
22554,67,Deputado Rogério Morro da Cruz,PSD,1,apresentou uma proposição,2025-05-05,2025,35,9,152242,api_i5,,autor_id,152242,PL 1717/2025,PL,,,Dispõe sobre medidas de segurança e prevenção de afogamentos em ambientes aquáticos naturais públicos no âmbito do Distrito Federal e dá outras providências.,"Apresentação, Disponibilizada(Parecer)",2025-05-05
22555,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-29,2025,35,9,152243,api_i5,,autor_id,152243,IND 7965/2025,IND,,,"Sugere ao Poder Executivo que sejam realizados serviços de limpeza urbana, com poda de árvores, roçagem de mato e recolhimento de lixo verde, na praça do Conjunto 02 da QR 225, em Samambaia.

",Apresentação,2025-04-29
22556,30,Deputado Martins Machado,REPUBLICANOS,1,apresentou uma proposição,2025-04-28,2025,35,9,152244,api_i5,,autor_id,152244,PL 1708/2025,PL,,,"INSTITUI A CAMPANHA MAIO VERMELHO, VOLTADA PARA A CONSCIENTIZAÇÃO SOBRE O ACIDENTE VASCULAR CEREBRAL.","Sanção Veto ou Promulgação, Retorno(Emenda)",2025-04-28
22557,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2025-04-28,2025,35,9,152245,api_i5,,autor_id,152245,MO 1289/2025,MO,,,"Parabeniza e manifesta votos de louvor às mulheres que especifica, pelos relevantes serviços prestados à população do Distrito Federal na ocasião da 6ª Semana Legislativa pela Mulher.",Apresentação,2025-04-28
22558,66,Deputado Thiago Manzoni,PL,1,apresentou uma proposição,2025-04-29,2025,35,9,152246,api_i5,,autor_id,152246,PDL 312/2025,PDL,,,Concede o Título de Cidadã Honorária de Brasília a Thalita Silva Rodrigues.,"Comissões, Retorno(Parecer)",2025-04-29
22559,65,Deputado Pepa,PP,1,apresentou uma proposição,2025-04-29,2025,35,9,152247,api_i5,,autor_id,152247,PDL 314/2025,PDL,,,Concede título de cidadão Honorário de Brasília ao Senhor Geraldo de Melo Monteiro.,"Sanção Veto ou Promulgação, Retorno(Parecer)",2025-04-29
22560,58,Deputado Wellington Luiz,MDB,1,apresentou uma proposição,2025-05-05,2025,35,9,152248,api_i5,,autor_id,152248,IND 7987/2025,IND,,,"Sugere ao Poder Executivo, por intermédio do Departamento de Estrada e Rodagem do Distrito Federal (DER/DF), a construção de passarela de pedestres na DF-003, também conhecida como Estrada Parque Indústria e Abastecimento (EPIA), em substituição aos semáforos e faixas de pedestres em frente à Companhia Urbanizadora da Nova Capital do Brasil (Novacap) e à Polícia Rodoviária Federal (PRF).

",Apresentação,2025-05-05
22561,60,Deputada Dayse Amarilio,PSB,1,apresentou uma proposição,2025-04-29,2025,35,9,152249,api_i5,,autor_id,152249,REQ 1993/2025,REQ,,,"Requer a realização de Audiência Pública para debater a importância do cuidado integral, equânime e contínuo para pacientes com distúrbios hemorrágicos congênitos, bem como fortalecer e dar visibilidade ao trabalho do Ambulatório de Coagulopatias Hemorrágicas Hereditárias do Hemocentro de Brasília, em 8 de maio de 2025, às 9h30, na Sala de Reuniões Deputado Juarezão.",Apresentação,2025-04-29
22562,6,Poder Executivo,,1,apresentou uma proposição,2025-04-28,2025,35,9,152250,api_i5,,autor_id,152250,PL 1709/2025,PL,,,"Altera a Lei nº 7.549, de 30 de julho de 2024, que ""dispõe sobre as diretrizes orçamentárias para o exercício financeiro de 2025 e dá outras providências"".","Sanção Veto ou Promulgação, Retorno(Emenda)",2025-04-28
22563,63,Deputado Max Maciel,PSOL,1,apresentou uma proposição,2025-05-06,2025,35,9,152251,api_i5,,autor_id,152251,IND 7989/2025,IND,,,"Sugere ao Poder Executivo, por intermédio da Administração Regional de Ceilândia, que sejam recolocados os aros da quadra de esportes da QNM 25, Ceilândia Sul.

",Apresentação,2025-05-06
22564,63,Deputado Max Maciel,PSOL,1,apresentou uma proposição,2025-05-27,2025,35,9,152252,api_i5,,autor_id,152252,IND 8198/2025,IND,,,"Sugere ao Poder Executivo que, por intermédio da Secretaria de Estado de Transporte e Mobilidade do Distrito Federal, promova a efetiva sinalização e manutenção das áreas exclusivas para táxis. 

",Apresentação,2025-05-27
22565,20,Deputado Fábio Felix,PSOL,1,apresentou uma proposição,2025-04-29,2025,35,9,152253,api_i5,,autor_id,152253,MO 1292/2025,MO,,,"	
Manifesta votos de louvor às pessoas que especifica pelo relevante trabalho desenvolvido no Programa Justiça Comunitária do TJDFT

",Apresentação,2025-04-29
22566,15,Deputado Chico Vigilante,PT,1,apresentou uma proposição,2025-04-30,2025,35,9,152254,api_i5,,autor_id,152254,PDL 315/2025,PDL,,,"Susta os efeitos de dispositivos da Ordem de Serviço nº 83, de 22 de abril de 2025, expedida pelo Administrador Regional do Plano Piloto do Distrito Federal.",Comissões,2025-04-30
22567,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-30,2025,35,9,152255,api_i5,,autor_id,152255,IND 7970/2025,IND,,,"Sugere ao Poder Executivo o aprimoramento do sistema de iluminação pública nas imediações da Estação Samambaia Sul do metrô.
",Apresentação,2025-04-30
22568,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-30,2025,35,9,152256,api_i5,,autor_id,152256,IND 7971/2025,IND,,,"Sugere ao Poder Executivo a instalação de placas de endereçamento na Estância 1, em Planaltina.
",Apresentação,2025-04-30
22569,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-30,2025,35,9,152257,api_i5,,autor_id,152257,IND 7972/2025,IND,,,"Sugere ao Poder Executivo que promova o aprimoramento do sistema de iluminação pública no Conjunto F da Quadra 05, no Cruzeiro.
",Apresentação,2025-04-30
22570,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-30,2025,35,9,152258,api_i5,,autor_id,152258,IND 7973/2025,IND,,,"Sugere ao Poder Executivo que promova o aprimoramento do sistema de iluminação pública no Conjunto 05 da QN 15C, no Riacho Fundo II.
",Apresentação,2025-04-30
22571,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-04-30,2025,35,9,152259,api_i5,,autor_id,152259,IND 7974/2025,IND,,,"Sugere ao Poder Executivo que promova a construção de quadra poliesportiva e de parquinho infantil no Trecho 2 do Sol Nascente.
",Apresentação,2025-04-30
22572,57,Deputado Ricardo Vale,PT,1,apresentou uma proposição,2025-05-08,2025,35,9,152260,api_i5,,autor_id,152260,IND 8038/2025,IND,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da NOVACAP, a construção de um estacionamento na área localizada ao lado da Escola Classe 408 de Samambaia Norte - RA XII. 

",Apresentação,2025-05-08
22573,23,Deputado Iolando,MDB,1,apresentou uma proposição,2025-04-29,2025,35,9,152261,api_i5,,autor_id,152261,PL 1713/2025,PL,,,"Institui a Política Distrital de Recuperação de Áreas Degradadas e Serviços Ecossistêmicos – PRAD-DF, define fontes de financiamento e dá outras providências.","Comissões, Disponibilizada(Parecer)",2025-04-29
22574,64,Deputada Paula Belmonte,INVÁLIDO,1,apresentou uma proposição,2025-04-30,2025,35,9,152262,api_i5,,autor_id,152262,REQ 1998/2025,REQ,,,REQUERIMENTO DE CONVOCAÇÃO DO SECRETÁRIO DE ESTADO DE SAÚDE DO DISTRITO FEDERAL para prestar esclarecimentos e debater sobre os problemas da Secretaria de Saúde que foram veiculados nas reportagens contidas nos links abaixo,Apresentação,2025-04-30
22575,19,Deputado Eduardo Pedrosa,UNIÃO,1,apresentou uma proposição,2025-05-08,2025,35,9,152263,api_i5,,autor_id,152263,REQ 2008/2025,REQ,,,"Requer a realização da Sessão Solene: 65 Anos de Sobradinho, no dia 13 de maio, de 19h00 às 22h00, no Teatro de Sobradinho.",Apresentação,2025-05-08
22576,25,Deputado João Cardoso ,AVANTE,1,apresentou uma proposição,2025-05-08,2025,35,9,152263,api_i5,,autor_id,152263,REQ 2008/2025,REQ,,,"Requer a realização da Sessão Solene: 65 Anos de Sobradinho, no dia 13 de maio, de 19h00 às 22h00, no Teatro de Sobradinho.",Apresentação,2025-05-08
22577,57,Deputado Ricardo Vale,PT,1,apresentou uma proposição,2025-05-08,2025,35,9,152263,api_i5,,autor_id,152263,REQ 2008/2025,REQ,,,"Requer a realização da Sessão Solene: 65 Anos de Sobradinho, no dia 13 de maio, de 19h00 às 22h00, no Teatro de Sobradinho.",Apresentação,2025-05-08
22578,61,Deputada Doutora Jane,REPUBLICANOS,1,apresentou uma proposição,2025-05-08,2025,35,9,152263,api_i5,,autor_id,152263,REQ 2008/2025,REQ,,,"Requer a realização da Sessão Solene: 65 Anos de Sobradinho, no dia 13 de maio, de 19h00 às 22h00, no Teatro de Sobradinho.",Apresentação,2025-05-08
22579,34,Deputado Roosevelt Vilela,PL,1,apresentou uma proposição,2025-04-29,2025,35,9,152264,api_i5,,autor_id,152264,MO 1293/2025,MO,,,"Parabeniza e manifesta votos de louvor às mulheres que especifica, pelos relevantes serviços prestados à população do Distrito Federal na ocasião da 6ª Semana Legislativa pela Mulher.",Apresentação,2025-04-29
22580,26,Deputado Jorge Vianna,INVÁLIDO,1,apresentou uma proposição,2025-04-29,2025,35,9,152265,api_i5,,autor_id,152265,PR 59/2025,PR,,,"Altera a Resolução nº 257, de 2012, que institui, no âmbito da Câmara Legislativa do Distrito Federal, a Educação para a Cidadania, para instituir o Projeto Distrital Por Um Dia.","Comissões, Retorno(Parecer)",2025-04-29
22581,34,Deputado Roosevelt Vilela,PL,1,apresentou uma proposição,2025-05-14,2025,35,9,152266,api_i5,,autor_id,152266,REQ 2018/2025,REQ,,,"Requer a realização de Sessão Solene em homenagem ao Contador Público do Distrito Federal, a ser realizada no plenário da CLDF às 09h30 do dia 27 de maio de 2025",Apresentação,2025-05-14
22582,20,Deputado Fábio Felix,PSOL,1,apresentou uma proposição,2025-08-13,2025,35,9,152267,api_i5,,autor_id,152267,PL 1878/2025,PL,,,"Altera a Lei nº 6.190, de 20 julho de 2018, que ""dispõe sobre a regulamentação da atividade de comércio ou prestação de serviços ambulantes em vias, ônibus, metrô, estacionamentos e logradouros públicos do Distrito Federal.""","Comissões, Retorno(Parecer)",2025-08-13
22583,25,Deputado João Cardoso ,AVANTE,1,apresentou uma proposição,2025-04-29,2025,35,9,152268,api_i5,,autor_id,152268,REQ 1994/2025,REQ,,,"Requer a realização de Sessão Solene no dia 12 de maio de 2025, às 10 horas, no Plenário da Câmara Legislativa do Distrito Federal, em homenagem ao dia de conscientização e enfrentamento da Fibromialgia.
",Apresentação,2025-04-29
22584,65,Deputado Pepa,PP,1,apresentou uma proposição,2025-05-13,2025,35,9,152269,api_i5,,autor_id,152269,IND 8070/2025,IND,,,"Sugere ao Poder Executivo que, por intermédio do Departamento de Estradas de Rodagem do Distrito Federal - DER, promova o recapeamento asfáltico nas vias de acesso ao Núcleo Rural Jardim do Éden, Rajadinha I, em Planaltina - RA VI.

",Apresentação,2025-05-13
22585,23,Deputado Iolando,MDB,1,apresentou uma proposição,2025-04-29,2025,35,9,152270,api_i5,,autor_id,152270,IND 7967/2025,IND,,,"Sugere ao Governo do Distrito Federal, por intermédio da Secretaria de Desenvolvimento Urbano e Habitacional do DF, a adoção de providências tendentes a regularização da Avenida Ponte Alta Quadra 406, AE 5 do Recanto das Emas. 

",Apresentação,2025-04-29
22586,65,Deputado Pepa,PP,1,apresentou uma proposição,2025-05-13,2025,35,9,152271,api_i5,,autor_id,152271,IND 8071/2025,IND,,,"Sugere ao Poder Executivo que, por intermédio do Serviço de Limpeza Urbana do Distrito Federal - SLU, realize a coleta de resíduos no Núcleo Rural Jardim do Éden, em Planaltina - RA VI.

",Apresentação,2025-05-13
22587,23,Deputado Iolando,MDB,1,apresentou uma proposição,2025-04-29,2025,35,9,152272,api_i5,,autor_id,152272,IND 7966/2025,IND,,,"Sugere ao Governo do Distrito Federal , por intermédio da Secretaria de Estado de Desenvolvimento Urbano e Habitação (SEDUH), adotar providências visando à transformação de área rural em área urbana no Condomínio Catetinho, localizado na Colônia Agrícola Catetinho, Riacho Fundo II. .

",Apresentação,2025-04-29
22588,23,Deputado Iolando,MDB,1,apresentou uma proposição,2025-04-29,2025,35,9,152273,api_i5,,autor_id,152273,PL 1714/2025,PL,,,Institui e inclui no Calendário Oficial de Eventos do Distrito Federal o Dia do Operador do Transporte Escolar a ser celebrado anualmente no ultimo domingo de junho.,"Comissões, Retorno(Parecer)",2025-04-29
22589,68,Deputado Gabriel Magno,PT,1,apresentou uma proposição,2025-04-30,2025,35,9,152276,api_i5,,autor_id,152276,REQ 1996/2025,REQ,,,"Requer a realização de Sessão Solene, no dia 27 de maio de 2025, às 19h, no Plenário desta Casa, em memória da Nakba.",Apresentação,2025-04-30
22590,68,Deputado Gabriel Magno,PT,1,apresentou uma proposição,2025-04-30,2025,35,9,152277,api_i5,,autor_id,152277,REQ 1995/2025,REQ,,,"Requer a realização de Sessão Solene, no dia 16 de maio de 2025, às 9h, no Plenário desta Casa, para celebrar os 65 anos do Centro de Ensino Fundamental CASEB.",Apresentação,2025-04-30
22591,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-05-05,2025,35,9,152278,api_i5,,autor_id,152278,IND 7982/2025,IND,,,"Sugere ao Poder Executivo que promova operação tapa-buraco na QR 404, em Samambaia.
",Apresentação,2025-05-05
22592,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-05-05,2025,35,9,152279,api_i5,,autor_id,152279,IND 7983/2025,IND,,,"Sugere ao Poder Executivo que promova operação tapa-buraco na Rua 03, em frente à Chácara 73, em Vicente Pires.
",Apresentação,2025-05-05
22593,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-05-05,2025,35,9,152280,api_i5,,autor_id,152280,IND 7986/2025,IND,,,"Sugere ao Poder Executivo o aprimoramento do sistema de iluminação pública no Conjunto 03 da QI 13, no Lago Norte.
",Apresentação,2025-05-05
22594,62,Deputado Joaquim Roriz Neto,PL,1,apresentou uma proposição,2025-05-05,2025,35,9,152281,api_i5,,autor_id,152281,IND 7985/2025,IND,,,"Sugere ao Poder Executivo que promova a revitalização do parquinho infantil da SQN 102, na Asa Norte.
",Apresentação,2025-05-05
